transcriptID	WormBaseID	locus	start	stop	VL_am	VL_lm	VL_nil	VC_lm	VC_nil	VR_am	VR_lm	VR_nil	HCON_ortho	HCON_start	HCON_stop	interval_1_status	interval_2_status
Y39B6A.40a	WBGene00012698	sws-1	18979320	18981193	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y73C8B.2	WBGene00022259	-	3193386	3195002	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y73C8B.3	WBGene00022260	-	3191302	3193233	Y	-	-	-	-	-	-	-	-	-	-	-	-
W06G6.9	WBGene00012311	-	16645900	16646481	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y73C8B.1	WBGene00022258	-	3195408	3196882	Y	-	-	-	-	-	-	-	-	-	-	-	-
W06G6.7	WBGene00012310	mltn-11	16638908	16641699	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06G6.6	WBGene00005823	srw-76	16636883	16638304	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06G6.3	WBGene00005099	srd-21	16629900	16631155	-	-	-	-	-	-	-	Y	-	-	-	-	-
F35E8.12	WBGene00003698	nhr-108	15922939	15924471	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06G6.1	WBGene00012308	oac-53	16623857	16627970	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39B6A.13	WBGene00012675	-	19118505	19119425	-	-	-	-	-	-	-	Y	-	-	-	-	-
F13A7.3	WBGene00005745	srv-34	16372417	16374776	-	-	-	-	-	Y	-	Y	-	-	-	-	-
T10B5.3a	WBGene00020389	-	1864178	1868571	Y	-	Y	-	-	-	-	-	HCON_00151790-00001	32196357	32204069	-	-
T20D4.19a	WBGene00020624	-	3430530	3431628	Y	-	-	-	-	-	-	-	-	-	-	-	-
F35E8.13	WBGene00009424	-	15923279	15926154	-	-	-	-	-	-	-	Y	-	-	-	-	-
C53A5.9	WBGene00008267	-	14556970	14558866	-	-	-	-	-	-	-	Y	-	-	-	-	-
T05C3.6a	WBGene00020256	-	5490370	5493646	-	-	-	-	Y	-	-	-	HCON_00159020-00001	42534235	42545170	-	-
C30G7.2b	WBGene00044176	-	14936898	14939367	-	-	-	-	-	-	-	Y	HCON_00163270-00001	47878044	47883336	-	Y
ZC132.3	WBGene00022522	-	4298526	4299841	Y	-	-	-	-	-	-	-	-	-	-	-	-
ZC132.7	WBGene00005405	srh-192	4311993	4315157	Y	-	-	-	-	-	-	-	-	-	-	-	-
ZC132.9	WBGene00022527	-	4317876	4320001	Y	-	-	-	-	-	-	-	-	-	-	-	-
C14A6.8	WBGene00007572	-	18169043	18171668	-	-	-	-	-	-	-	Y	-	-	-	-	-
C14A6.1	WBGene00007565	clec-48	18157878	18159614	-	-	-	-	-	-	-	Y	-	-	-	-	-
C41G6.2	WBGene00005759	srw-12	15237170	15238652	-	-	-	-	-	-	-	Y	-	-	-	-	-
C41G6.3	WBGene00005762	srw-15	15230543	15231893	-	-	-	-	-	-	-	Y	-	-	-	-	-
C41G6.6	WBGene00008057	irld-25	15221682	15223114	-	-	-	-	-	-	-	Y	-	-	-	-	-
C41G6.7	WBGene00005771	srw-24	15223968	15225359	-	-	-	-	-	-	-	Y	-	-	-	-	-
F40G12.6	WBGene00009601	-	14271131	14273119	-	-	-	-	-	-	-	Y	-	-	-	-	-
T07H8.5	WBGene00005188	srg-31	6951550	6953897	-	-	-	Y	-	-	-	-	-	-	-	-	-
T15B7.2	WBGene00020517	hpo-8	6838374	6840256	-	-	-	Y	-	-	-	-	-	-	-	-	-
C35A11.3a	WBGene00016430	-	5372418	5375354	-	-	-	-	Y	-	-	-	-	-	-	-	-
T15B7.1	WBGene00020516	-	6842737	6846671	-	-	-	Y	-	-	-	-	-	-	-	-	-
C25D7.9	WBGene00007719	-	15065135	15065317	-	-	-	-	-	-	-	Y	-	-	-	-	-
T15B7.4	WBGene00000715	col-142	6831163	6832256	-	-	-	Y	-	-	-	-	-	-	-	-	-
T15B7.5	WBGene00000714	col-141	6829666	6830739	-	-	-	Y	-	-	-	-	-	-	-	-	-
C13F10.6	WBGene00015745	-	7219054	7221039	-	-	-	Y	-	-	-	-	-	-	-	-	-
C13F10.7	WBGene00015746	-	7222049	7226238	-	-	-	Y	-	-	-	-	HCON_00138315-00001	9846816	9848407	-	-
C13F10.4	WBGene00015743	soap-1	7205626	7214904	-	-	-	Y	-	-	-	-	HCON_00132610-00001	1976486	1994923	-	-
C13F10.5	WBGene00015744	-	7215010	7219088	-	-	-	Y	-	-	-	-	HCON_00132620-00001	1995022	2012101	-	-
C13F10.2	WBGene00015742	kxd-1	7221466	7222198	-	-	-	Y	-	-	-	-	HCON_00138320-00001	9847577	9849730	-	-
C30G7.5	WBGene00044179	-	14953115	14954733	-	-	-	-	-	-	-	Y	-	-	-	-	-
K04F1.13	WBGene00019392	irld-44	1651345	1654444	-	-	Y	-	-	-	-	-	-	-	-	-	-
C13F10.8	WBGene00303039	-	7220982	7221023	-	-	-	Y	-	-	-	-	-	-	-	-	-
W02G9.4a	WBGene00020954	-	2666866	2670227	Y	Y	Y	-	-	-	-	-	HCON_00133005-00001	2574949	2577932	-	-
F47B8.13	WBGene00044193	-	14318961	14319731	-	-	-	-	-	-	-	Y	-	-	-	-	-
C18C4.10b	WBGene00002215	klc-2	5576550	5579530	-	-	-	-	Y	-	-	-	-	-	-	-	-
F49H6.13	WBGene00009914	-	17008636	17009388	-	-	-	-	-	-	-	Y	-	-	-	-	-
C29F3.7a	WBGene00007807	-	15354833	15357571	-	-	-	-	-	-	-	Y	-	-	-	-	-
T26E4.3	WBGene00012045	-	15782794	15784470	-	-	-	-	-	-	-	Y	-	-	-	-	-
F40G12.4	WBGene00009599	-	14267761	14268639	-	-	-	-	-	-	-	Y	-	-	-	-	-
F21A3.7a	WBGene00008997	lgc-31	15512765	15522020	-	-	-	-	-	-	-	Y	HCON_00138200-00001	9634727	9678075	-	-
Y102A5C.28	WBGene00006249	str-217	16998933	17000304	-	-	-	-	-	-	-	Y	-	-	-	-	-
W01A11.3a	WBGene00006815	unc-83	6465065	6487880	-	-	-	Y	-	-	-	-	HCON_00163380-00002	48097470	48201961	-	-
F57F4.1	WBGene00019015	-	6390463	6392566	-	-	-	Y	-	-	-	-	-	-	-	-	-
T22F3.10	WBGene00020699	-	3606818	3610927	Y	-	-	-	-	-	-	-	-	-	-	-	-
F38H12.5	WBGene00018190	-	4081228	4083052	Y	-	-	-	-	-	-	-	-	-	-	-	-
F38H12.2	WBGene00005624	srj-40	4101867	4103893	Y	-	-	-	-	-	-	-	-	-	-	-	-
F07G11.9	WBGene00017233	lmd-4	7314136	7321009	-	-	-	Y	-	-	-	-	-	-	-	-	-
T27B7.7a	WBGene00020853	fbxa-137	2278819	2281400	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F38H12.1	WBGene00005623	srj-39	4104598	4106244	Y	-	-	-	-	-	-	-	-	-	-	-	-
F41B5.12a	WBGene00202502	-	2261019	2261847	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F07G11.2	WBGene00017229	-	7304806	7305795	-	-	-	Y	-	-	-	-	-	-	-	-	-
F07G11.3	WBGene00017230	-	7298763	7301553	-	-	-	Y	-	-	-	-	-	-	-	-	-
F49H6.11	WBGene00009912	srz-94	17032812	17035950	-	-	-	-	-	-	-	Y	-	-	-	-	-
F40G12.2	WBGene00009597	-	14259477	14260931	-	-	-	-	-	-	-	Y	-	-	-	-	-
F14H3.14	WBGene00045513	-	16062661	16062888	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
Y26G10.2	WBGene00005255	srh-32	17701212	17703285	-	-	-	-	-	-	-	Y	-	-	-	-	-
F21A3.11	WBGene00219316	-	15530783	15533251	-	-	-	-	-	-	-	Y	HCON_00136570-00001	7435361	7448745	-	-
F14H3.10	WBGene00008829	cyp-35D1	16069238	16071318	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F46E10.2	WBGene00018489	-	6520435	6521099	-	-	-	Y	-	-	-	-	-	-	-	-	-
F46E10.3	WBGene00018490	-	6518297	6519138	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y46H3A.3a	WBGene00002016	hsp-16.2	1804334	1804971	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F46E10.9	WBGene00001073	dpy-11	6511583	6515240	-	-	-	Y	-	-	-	-	HCON_00158930-00001	42368418	42372968	-	-
R09B5.12a	WBGene00019980	chil-14	1455062	1456670	-	-	Y	-	-	-	-	-	-	-	-	-	-
Y59A8B.19	WBGene00013351	-	18007230	18007816	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZC142.2	WBGene00022529	srt-14	4253502	4256574	Y	-	-	-	-	-	-	-	-	-	-	-	-
F36G9.15	WBGene00009491	-	15987465	15988174	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
C06B3.5	WBGene00007364	stdh-3	13904611	13905996	-	-	-	-	-	-	-	Y	-	-	-	-	-
T23D5.11	WBGene00006076	str-8	15755031	15756394	-	-	-	-	-	-	-	Y	-	-	-	-	-
F44C8.5b	WBGene00003718	nhr-128	2222065	2225321	Y	-	Y	-	-	-	-	-	-	-	-	-	-
K09H11.9	WBGene00044539	-	5714760	5716581	-	-	-	-	Y	-	-	-	-	-	-	-	-
K02H11.9	WBGene00019350	-	1535224	1537079	-	-	Y	-	-	-	-	-	-	-	-	-	-
K08F9.4	WBGene00010687	-	15144019	15146436	-	-	-	-	-	-	-	Y	-	-	-	-	-
K02H11.7	WBGene00006270	str-243	1522785	1524224	-	-	Y	-	-	-	-	-	-	-	-	-	-
K02H11.6	WBGene00019349	trx-5	1533892	1534415	-	-	Y	-	-	-	-	-	-	-	-	-	-
K09H11.1	WBGene00019599	acds-10	5747723	5752033	-	-	-	-	Y	-	-	-	-	-	-	-	-
K02H11.3	WBGene00006265	str-236	1526467	1528085	-	-	Y	-	-	-	-	-	-	-	-	-	-
K09H11.7	WBGene00019604	pgph-1	5752352	5753532	-	-	-	-	Y	-	-	-	-	-	-	-	-
K09H11.4	WBGene00019601	-	5722832	5726563	-	-	-	-	Y	-	-	-	HCON_00138160-00001	9462249	9466573	-	-
C13B7.4a	WBGene00005148	srd-71	2423287	2426206	Y	-	Y	-	-	-	-	-	-	-	-	-	-
K11C4.3c	WBGene00006803	unc-70	6881978	6891836	-	-	-	Y	-	-	-	-	HCON_00134220-00001	4301545	4339938	-	-
T24A6.20	WBGene00020756	-	3553134	3554570	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y59A8B.1a	WBGene00001080	dpy-21	17936316	17949192	-	-	-	-	-	-	-	Y	-	-	-	-	-
F53E2.1a	WBGene00018757	tag-304	1467744	1471105	-	-	Y	-	-	-	-	-	-	-	-	-	-
Y46H3B.2	WBGene00021603	clec-204	1757167	1760303	-	-	Y	-	-	-	-	-	-	-	-	-	-
C13A2.12	WBGene00044547	-	7259262	7260160	-	-	-	Y	-	-	-	-	-	-	-	-	-
C33G8.2	WBGene00016360	-	7009761	7012311	-	-	-	Y	-	-	-	-	-	-	-	-	-
C13A2.10	WBGene00015726	-	7273831	7275087	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y32B12A.5	WBGene00012520	-	16486978	16487574	-	-	-	-	-	Y	-	Y	-	-	-	-	-
F36H9.10	WBGene00268194	-	1798200	1799694	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y6E2A.9a	WBGene00012402	sfxn-1.3	15726841	15728358	-	-	-	-	-	-	-	Y	-	-	-	-	-
H27D07.2	WBGene00005888	srw-141	2937311	2938597	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
T21H3.2b	WBGene00004230	ptr-16	1165673	1174969	-	-	Y	-	-	-	-	-	HCON_00163340-00001	47967568	48004967	-	-
T10C6.3	WBGene00005934	srx-43	16017971	16019862	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
T26H2.6a	WBGene00006140	str-81	19225543	19226874	-	-	-	-	-	-	-	Y	-	-	-	-	-
T26F2.3	WBGene00045401	eol-1	13979461	13980754	-	-	-	-	-	-	-	Y	-	-	-	-	-
F22F7.11	WBGene00235326	-	2119829	2120215	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C38C3.10	WBGene00045390	-	1494769	1495453	-	-	Y	-	-	-	-	-	-	-	-	-	-
F22F7.12	WBGene00268198	-	2144020	2144508	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F11A5.5b	WBGene00008673	-	16198379	16201045	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
K06B4.7	WBGene00010602	nhr-197	15687960	15689759	-	-	-	-	-	-	-	Y	-	-	-	-	-
R09A1.1a	WBGene00019971	ergo-1	1008803	1018358	-	-	Y	-	-	-	-	-	-	-	-	-	-
T08G3.6	WBGene00011618	-	16445976	16447165	-	-	-	-	-	Y	-	Y	-	-	-	-	-
F22F7.1a	WBGene00017719	ldp-1	2126381	2130100	Y	-	Y	-	-	-	-	-	-	-	-	-	-
T06C12.9	WBGene00011516	-	15885662	15886059	-	-	-	-	-	-	-	Y	-	-	-	-	-
K05D4.3	WBGene00010588	srz-14	16183657	16184723	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
K05D4.2	WBGene00006159	str-106	16180650	16181861	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
C07G3.9a	WBGene00015577	ugt-64	3503124	3506352	Y	-	-	-	-	-	-	-	-	-	-	-	-
F09C6.7	WBGene00005145	srd-68	16901215	16902826	-	-	-	-	-	-	-	Y	-	-	-	-	-
K05D4.4	WBGene00010589	cyp-33D1	16173743	16175857	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F26F12.3a	WBGene00017834	-	5838955	5845739	-	-	-	-	Y	-	-	-	-	-	-	-	-
Y59A8B.4	WBGene00005351	srh-134	18014641	18017326	-	-	-	-	-	-	-	Y	-	-	-	-	-
K05D4.8	WBGene00010590	srz-13	16182410	16183540	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
C47A10.16	WBGene00219381	-	17764831	17765177	-	-	-	-	-	-	-	Y	-	-	-	-	-
F44G3.11a	WBGene00006092	str-25	16115681	16116897	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F21D9.4a	WBGene00009018	-	19253820	19256758	-	-	-	-	-	-	-	Y	-	-	-	-	-
C08E8.5	WBGene00007441	-	18359818	18359988	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y69H2.11	WBGene00013486	egas-1	18640337	18648392	-	-	-	-	-	-	-	Y	-	-	-	-	-
T06E6.7	WBGene00005464	srh-258	15405159	15406760	-	-	-	-	-	-	-	Y	-	-	-	-	-
F14F8.11	WBGene00005789	srw-42	16692125	16693832	-	-	-	-	-	-	-	Y	-	-	-	-	-
H39E23.1d	WBGene00003916	par-1	14112034	14126538	-	-	-	-	-	-	-	Y	HCON_00132030-00001	1236684	1264906	-	-
F59A7.4	WBGene00001857	hil-6	2030507	2031554	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F59A7.7	WBGene00019094	-	2012094	2013398	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F59A7.1	WBGene00019089	clec-206	2000418	2004329	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C44C3.9	WBGene00005309	srh-88	2963566	2964886	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
F59A7.3	WBGene00019091	srab-13	2024703	2027887	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F59A7.2	WBGene00019090	-	2015836	2016541	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C44C3.5	WBGene00005865	srw-118	2978760	2980078	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C44C3.6	WBGene00005864	srw-117	2982152	2983451	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
M03E7.4	WBGene00019756	-	5609414	5613219	-	-	-	-	Y	-	-	-	HCON_00150070-00001	29441971	29458697	-	-
M03E7.3	WBGene00019755	-	5615024	5616198	-	-	-	-	Y	-	-	-	-	-	-	-	-
M03E7.2	WBGene00019754	-	5617601	5618338	-	-	-	-	Y	-	-	-	-	-	-	-	-
C44C3.2	WBGene00005876	srw-129	2971949	2973485	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C44C3.3	WBGene00005885	srw-138	2961632	2963060	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C18D4.6c	WBGene00007675	-	17535586	17538373	-	-	-	-	-	-	-	Y	-	-	-	-	-
K04F1.3a	WBGene00005845	srw-98	1676474	1678328	-	-	Y	-	-	-	-	-	-	-	-	-	-
T08G3.8	WBGene00005707	sru-44	16466466	16467940	-	-	-	-	-	Y	-	Y	-	-	-	-	-
T20D4.3b	WBGene00020609	-	3418263	3422779	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y39B6A.24	WBGene00012683	asp-17	19035723	19037322	-	-	-	-	-	-	-	Y	-	-	-	-	-
F57G4.8	WBGene00010212	fbxa-192	17640672	17650527	-	-	-	-	-	-	-	Y	-	-	-	-	-
C24B9.15	WBGene00005217	srg-60	2721290	2722655	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C24B9.14	WBGene00005214	srg-57	2732177	2734460	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C24B9.11	WBGene00005218	srg-61	2739163	2740280	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C24B9.10	WBGene00005213	srg-56	2735531	2738274	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
Y39H10B.2a	WBGene00044527	-	3668728	3670784	Y	-	-	-	-	-	-	-	-	-	-	-	-
F10D2.8b	WBGene00017334	-	7148688	7150686	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y17D7C.2	WBGene00012456	-	18715853	18719989	-	-	-	-	-	-	-	Y	-	-	-	-	-
T28C12.4a	WBGene00020891	cest-24	6323205	6326392	-	-	-	Y	-	-	-	-	HCON_00137850-00001	9044051	9048979	-	-
C18D4.5	WBGene00014679	srz-25	17540595	17542272	-	-	-	-	-	-	-	Y	-	-	-	-	-
C18D4.3	WBGene00007673	-	17532353	17532786	-	-	-	-	-	-	-	Y	-	-	-	-	-
C18D4.9	WBGene00007678	srz-90	17528029	17529910	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39B6A.35	WBGene00006567	tgt-2	18998345	19000918	-	-	-	-	-	-	-	Y	HCON_00135450-00001	5764442	5766944	-	-
C08E8.4	WBGene00007440	-	18371846	18373532	-	-	-	-	-	-	-	Y	-	-	-	-	-
T26H5.11	WBGene00202495	-	15443827	15444269	-	-	-	-	-	-	-	Y	-	-	-	-	-
C55A1.6	WBGene00008323	-	15648035	15648852	-	-	-	-	-	-	-	Y	-	-	-	-	-
C55A1.7	WBGene00008324	-	15646983	15647809	-	-	-	-	-	-	-	Y	-	-	-	-	-
C55A1.5	WBGene00006090	str-23	15644875	15646478	-	-	-	-	-	-	-	Y	-	-	-	-	-
C55A1.3	WBGene00006275	str-248	15628125	15629643	-	-	-	-	-	-	-	Y	-	-	-	-	-
F15E11.1	WBGene00017490	pud-2.1	2329444	2329954	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F15E11.3	WBGene00017492	irld-29	2336678	2338638	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F15E11.4	WBGene00017493	irld-30	2339540	2341408	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C55A1.8	WBGene00005705	sru-42	15650467	15652413	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y46H3D.6a	WBGene00021610	nhr-237	1625187	1626818	-	-	Y	-	-	-	-	-	-	-	-	-	-
ZC412.10	WBGene00050943	-	14875943	14876661	-	-	-	-	-	-	-	Y	HCON_00153770-00001	35449519	35454203	-	-
T23D5.3	WBGene00011942	-	15732863	15733668	-	-	-	-	-	-	-	Y	-	-	-	-	-
F10D2.9	WBGene00001399	fat-7	7151353	7153146	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y32G9A.1	WBGene00001785	gst-37	1921621	1922381	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F10D2.7	WBGene00017333	ugt-38	7145656	7147470	-	-	-	Y	-	-	-	-	-	-	-	-	-
F10D2.4	WBGene00006163	str-112	7136277	7138417	-	-	-	Y	-	-	-	-	-	-	-	-	-
F10D2.5	WBGene00017331	ugt-40	7139477	7141964	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y32G9A.5	WBGene00021303	-	1907650	1908568	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y32G9A.4	WBGene00005644	srp-3	1908842	1910692	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F10D2.1	WBGene00006237	str-204	7159691	7161016	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y49A3A.3	WBGene00013026	-	14354395	14355747	-	-	-	-	-	-	-	Y	HCON_00147835-00001	25990723	25999158	-	-
Y49A3A.2	WBGene00013025	vha-13	14351207	14354422	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y49A3A.1	WBGene00013024	cept-2	14347731	14351482	-	-	-	-	-	-	-	Y	HCON_00147840-00001	25999284	26007690	-	-
ZC376.2b	WBGene00013874	cest-2.2	14171639	14175327	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y49A3A.4	WBGene00013027	-	14356846	14358890	-	-	-	-	-	-	-	Y	-	-	-	-	-
W02H5.19	WBGene00302982	-	2638890	2639449	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C02E11.1b	WBGene00015344	nra-4	1042691	1048582	-	-	Y	-	-	-	-	-	-	-	-	-	-
F20E11.18a	WBGene00206495	-	17435678	17436592	-	-	-	-	-	-	-	Y	-	-	-	-	-
T01C4.8	WBGene00044546	-	7129146	7129560	-	-	-	Y	-	-	-	-	-	-	-	-	-
C14C11.2	WBGene00015766	-	5660928	5663492	-	-	-	-	Y	-	-	-	-	-	-	-	-
C14C11.1	WBGene00015765	-	5663591	5665264	-	-	-	-	Y	-	-	-	-	-	-	-	-
C14C11.7	WBGene00015769	-	5665242	5666086	-	-	-	-	Y	-	-	-	-	-	-	-	-
C14C11.6	WBGene00003507	mut-14	5658713	5660704	-	-	-	-	Y	-	-	-	-	-	-	-	-
C14C11.5	WBGene00006008	srx-117	5644471	5646311	-	-	-	-	Y	-	-	-	-	-	-	-	-
C14C11.4	WBGene00015768	-	5647564	5651040	-	-	-	-	Y	-	-	-	-	-	-	-	-
Y5H2A.4	WBGene00044521	-	2272441	2274353	Y	-	Y	-	-	-	-	-	-	-	-	-	-
T23D5.9	WBGene00006108	str-43	15750932	15752149	-	-	-	-	-	-	-	Y	-	-	-	-	-
R11H6.3c	WBGene00011251	glb-22	14600272	14606567	-	-	-	-	-	-	-	Y	HCON_00158080-00001	41370493	41380366	Y	-
Y50D4A.5	WBGene00021739	-	1207307	1207834	-	-	Y	-	-	-	-	-	-	-	-	-	-
T01C4.4	WBGene00005925	srx-34	7119063	7120268	-	-	-	Y	-	-	-	-	-	-	-	-	-
B0462.3	WBGene00007182	fbxb-119	18318595	18319744	-	-	-	-	-	-	-	Y	-	-	-	-	-
C04E12.5b	WBGene00015435	-	3358643	3361093	Y	-	-	-	-	-	-	-	-	-	-	-	-
F49H6.5a	WBGene00009908	-	17023473	17025526	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y59A8B.10d	WBGene00013347	nova-1	18070004	18081905	-	-	-	-	-	-	-	Y	-	-	-	-	-
T26H5.14	WBGene00235133	-	15449165	15449616	-	-	-	-	-	-	-	Y	-	-	-	-	-
C14A6.7	WBGene00007571	-	18167629	18168450	-	-	-	-	-	-	-	Y	-	-	-	-	-
T06A1.7a	WBGene00044518	fipr-25	1957417	1957932	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y59A8B.20	WBGene00013352	lon-8	17995347	18001368	-	-	-	-	-	-	-	Y	HCON_00144270-00001	19488128	19493434	-	-
T09F5.11	WBGene00011670	fbxa-84	15182440	15184134	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10H4.2	WBGene00006153	str-96	15292490	15293965	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10H4.3	WBGene00005769	srw-22	15268602	15269748	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10H4.6	WBGene00005764	srw-17	15275440	15277015	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10H4.4	WBGene00011697	-	15270147	15272363	-	-	-	-	-	-	-	Y	-	-	-	-	-
C17E7.3a	WBGene00015898	sre-9	3894961	3898208	Y	-	-	-	-	-	-	-	-	-	-	-	-
T10H4.8	WBGene00005766	srw-19	15279782	15281395	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10H4.9	WBGene00005942	srx-51	15281899	15283562	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y94A7B.8	WBGene00005505	srh-301	17824910	17827774	-	-	-	-	-	-	-	Y	-	-	-	-	-
F54B8.11	WBGene00010025	srbc-54	15832436	15833722	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y94A7B.9	WBGene00005508	srh-304	17828610	17829983	-	-	-	-	-	-	-	Y	-	-	-	-	-
F47B8.3	WBGene00009804	-	14321367	14323003	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK228.5	WBGene00005397	srh-182	18471985	18473530	-	-	-	-	-	-	-	Y	-	-	-	-	-
K05D4.9	WBGene00010591	-	16170242	16171821	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
Y94A7B.5	WBGene00005502	srh-298	17818867	17821003	-	-	-	-	-	-	-	Y	-	-	-	-	-
F22F7.4a	WBGene00017722	-	2103658	2106076	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y40B10A.9a	WBGene00021493	-	2069138	2072907	Y	-	Y	-	-	-	-	-	HCON_00162760-00001	47224109	47229344	-	Y
Y69H2.17	WBGene00077455	-	18684937	18686389	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y45G5AM.8a	WBGene00021560	coh-4	4169915	4175640	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y75B12A.2	WBGene00013566	-	15109577	15110345	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06A7.4a	WBGene00012293	-	14824424	14829533	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y20C6A.4	WBGene00077495	-	17380232	17381119	-	-	-	-	-	-	-	Y	-	-	-	-	-
F56A4.7	WBGene00018915	str-267	2449518	2452460	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C06B8.6	WBGene00005429	srh-219	15496269	15497567	-	-	-	-	-	-	-	Y	-	-	-	-	-
C06B8.7	WBGene00007372	-	15498734	15511421	-	-	-	-	-	-	-	Y	HCON_00149750-00001	28954487	28999141	-	-
C06B8.4	WBGene00007370	str-264	15491003	15492770	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y59A8B.24	WBGene00013356	-	17951595	17953111	-	-	-	-	-	-	-	Y	-	-	-	-	-
H12D21.11	WBGene00010387	-	14915906	14917682	-	-	-	-	-	-	-	Y	-	-	-	-	-
C06B8.1	WBGene00007367	nhr-150	15479383	15481677	-	-	-	-	-	-	-	Y	-	-	-	-	-
C06B8.8	WBGene00004452	rpl-38	15512166	15512780	-	-	-	-	-	-	-	Y	HCON_00138220-00001	9678356	9682799	-	-
T26H5.8	WBGene00012070	-	15427164	15432721	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK262.1	WBGene00005417	srh-207	18409043	18410242	-	-	-	-	-	-	-	Y	-	-	-	-	-
T03E6.3	WBGene00011396	nhr-271	16578459	16580524	-	-	-	-	-	Y	-	Y	-	-	-	-	-
K08D9.10	WBGene00269352	-	3230897	3230974	Y	-	-	-	-	-	-	-	-	-	-	-	-
K03D7.2	WBGene00005778	srw-31	17506589	17508506	-	-	-	-	-	-	-	Y	-	-	-	-	-
T27B7.4a	WBGene00003705	nhr-115	2292540	2294800	Y	-	Y	-	-	-	-	-	-	-	-	-	-
