OG0002185: 2L52.1a HCON_00053970-00001
OG0008496: HCON_00110735-00001 Y38C1AA.14a
OG0008497: HCON_00110750-00001 Y38C1AA.1c
OG0008498: HCON_00110730-00001 Y38C1AA.2
OG0008499: HCON_00104670-00001 Y38C1AA.3a
OG0008500: HCON_00104660-00001 Y38C1AA.4a
OG0008501: HCON_00094650-00001 Y38C1AA.5b
OG0008502: HCON_00102470-00001 Y38C1AA.9
OG0008504: HCON_00101400-00001 Y38C1BA.2b
OG0008505: HCON_00128925-00001 Y38C1BA.3
OG0008506: HCON_00140120-00001 Y38C9A.2a
OG0008507: HCON_00064660-00001 Y38E10A.17
OG0008508: HCON_00043870-00001 Y38E10A.21a
OG0008509: HCON_00017890-00001 Y38E10A.24
OG0008510: HCON_00057930-00001 Y38F1A.10e
OG0008511: HCON_00039120-00001 Y38F1A.2
OG0008512: HCON_00041320-00001 Y38F1A.3
OG0008513: HCON_00039980-00001 Y38F1A.5
OG0008514: HCON_00161270-00001 Y38F1A.6
OG0008515: HCON_00101340-00001 Y38F1A.7
OG0008516: HCON_00054010-00001 Y38F1A.8
OG0008517: HCON_00053990-00001 Y38F1A.9
OG0008518: HCON_00117900-00001 Y38F2AL.1
OG0008519: HCON_00127550-00001 Y38F2AL.2
OG0008520: HCON_00127540-00001 Y38F2AL.3a
OG0008521: HCON_00107440-00001 Y38F2AR.12a
OG0008522: HCON_00114750-00001 Y38F2AR.2
OG0008523: HCON_00120945-00001 Y38F2AR.3b
OG0008524: HCON_00120940-00001 Y38F2AR.5a
OG0008525: HCON_00114740-00001 Y38F2AR.9
OG0008526: HCON_00141830-00001 Y38H6A.3
OG0008527: HCON_00143380-00001 Y38H6A.5a
OG0008528: HCON_00141054-00001 Y38H6C.14
OG0008529: HCON_00101032-00001 Y38H8A.1
OG0008530: HCON_00077340-00001 Y39A1A.12
OG0008531: HCON_00072550-00001 Y39A1A.13a
OG0008532: HCON_00085690-00001 Y39A1A.14
OG0008533: HCON_00070510-00001 Y39A1A.15a
OG0008534: HCON_00080225-00001 Y39A1A.1b
OG0008535: HCON_00083100-00001 Y39A1A.20
OG0008536: HCON_00083115-00001 Y39A1A.22
OG0008537: HCON_00085700-00001 Y39A1A.23a
OG0008538: HCON_00080230-00001 Y39A1A.3
OG0008539: HCON_00080020-00001 Y39A1A.5b
OG0008540: HCON_00079830-00001 Y39A1A.6
OG0008541: HCON_00077470-00001 Y39A1A.7
OG0008542: HCON_00086540-00001 Y39A1A.8b
OG0008543: HCON_00086530-00001 Y39A1A.9
OG0008544: HCON_00069530-00001 Y39A1B.2a
OG0008545: HCON_00126410-00001 Y39A1B.3
OG0008546: HCON_00072335-00001 Y39A1C.1
OG0008547: HCON_00072330-00001 Y39A1C.2
OG0008548: HCON_00072340-00001 Y39A1C.4
OG0008549: HCON_00065280-00001 Y39A3B.1
OG0008550: HCON_00089890-00001 Y39A3B.2
OG0008551: HCON_00072830-00001 Y39A3B.5d
OG0008552: HCON_00081450-00001 Y39A3CL.2
OG0008553: HCON_00078310-00001 Y39A3CL.4a
OG0008554: HCON_00094160-00001 Y39A3CL.6
OG0008555: HCON_00065730-00001 Y39A3CR.1a
OG0008556: HCON_00065760-00001 Y39A3CR.3a
OG0008557: HCON_00065770-00001 Y39A3CR.4
OG0008558: HCON_00163220-00001 Y39B6A.11
OG0008559: HCON_00162730-00001 Y39B6A.14
OG0008560: HCON_00155070-00001 Y39B6A.16
OG0008561: HCON_00161600-00002 Y39B6A.19a
OG0008562: HCON_00120920-00001 Y39B6A.25
OG0008563: HCON_00145970-00001 Y39B6A.2a
OG0008564: HCON_00142460-00001 Y39B6A.33
OG0008565: HCON_00135460-00001 Y39B6A.34a
OG0008566: HCON_00135450-00001 Y39B6A.35
OG0008567: HCON_00135440-00001 Y39B6A.36
OG0008568: HCON_00159060-00002 Y39B6A.38
OG0008569: HCON_00159030-00001 Y39B6A.39a
OG0008570: HCON_00158600-00001 Y39B6A.3b
OG0008571: HCON_00145530-00001 Y39B6A.41
OG0008572: HCON_00150930-00001 Y39B6A.43b
OG0008573: HCON_00144780-00001 Y39B6A.48a
OG0008574: HCON_00133340-00001 Y39B6A.6
OG0008575: HCON_00163240-00002 Y39B6A.7
OG0008576: HCON_00158780-00001 Y39B6A.9
OG0008577: HCON_00129690-00001 Y39C12A.1
OG0008578: HCON_00085890-00001 Y39D8C.1
OG0008579: HCON_00088130-00002 Y39E4A.2b
OG0008580: HCON_00092830-00001 Y39E4B.1
OG0008581: HCON_00092840-00002 Y39E4B.12a
OG0008583: HCON_00090810-00001 Y39E4B.3a
OG0008584: HCON_00050520-00002 Y39E4B.5
OG0008585: HCON_00068380-00001 Y39E4B.6a
OG0008586: HCON_00094030-00001 Y39E4B.7
OG0008587: HCON_00090230-00001 Y39E4B.8
OG0008588: HCON_00062370-00001 Y39F10A.1
OG0008589: HCON_00005760-00001 Y39G10AL.3
OG0008590: HCON_00009670-00001 Y39G10AR.14a
OG0008591: HCON_00022175-00001 Y39G10AR.17
OG0008592: HCON_00009650-00001 Y39G10AR.20
OG0008593: HCON_00050460-00001 Y39G10AR.21a
OG0008594: HCON_00149890-00001 Y39G10AR.2a
OG0008595: HCON_00009850-00001 Y39G10AR.32a
OG0008596: HCON_00022200-00001 Y39G10AR.3a
OG0008597: HCON_00009660-00001 Y39G10AR.8
OG0008598: HCON_00050470-00001 Y39G10AR.9b
OG0008599: HCON_00062910-00001 Y39G8C.1
OG0008600: HCON_00192350-00001 Y39H10A.3a
OG0008601: HCON_00065520-00001 Y39H10A.6a
OG0008602: HCON_00162760-00001 Y40B10A.9a
OG0008603: HCON_00009400-00001 Y40B1A.4
OG0008604: HCON_00014650-00001 Y40B1B.5
OG0008605: HCON_00021480-00001 Y40B1B.7
OG0008606: HCON_00014640-00001 Y40B1B.8
OG0008607: HCON_00117070-00001 Y40C5A.3m
OG0008608: HCON_00119310-00001 Y40C5A.4b
OG0008609: HCON_00125180-00001 Y40D12A.1a
OG0008610: HCON_00167170-00001 Y40D12A.2
OG0008612: HCON_00146030-00001 Y40H4A.1b
OG0008613: HCON_00012760-00001 Y40H4A.2
OG0008614: HCON_00076380-00001 Y41C4A.10
OG0008615: HCON_00073470-00001 Y41C4A.12b
OG0008616: HCON_00068690-00001 Y41C4A.13
OG0008617: HCON_00087440-00001 Y41C4A.14
OG0008618: HCON_00068350-00001 Y41C4A.4g
OG0008619: HCON_00156065-00001 Y41C4A.7
OG0008620: HCON_00076395-00001 Y41C4A.8
OG0008621: HCON_00076390-00001 Y41C4A.9
OG0008622: HCON_00102880-00001 Y41D4A.4e
OG0008623: HCON_00104910-00001 Y41D4A.5
OG0008624: HCON_00102870-00001 Y41D4A.6d
OG0008625: HCON_00111280-00001 Y41D4A.7a
OG0008626: HCON_00115700-00001 Y41D4A.8b
OG0008627: HCON_00128200-00001 Y41D4B.1
OG0008628: HCON_00098300-00001 Y41D4B.11a
OG0008629: HCON_00098285-00001 Y41D4B.13a
OG0008630: HCON_00098280-00001 Y41D4B.19b
OG0008631: HCON_00128220-00001 Y41D4B.24
OG0008632: HCON_00113020-00001 Y41D4B.4a
OG0008633: HCON_00081340-00001 Y41D4B.5
OG0008634: HCON_00091640-00001 Y41E3.10b
OG0008635: HCON_00118860-00001 Y41E3.11a
OG0008636: HCON_00099800-00002 Y41E3.18
OG0008637: HCON_00118940-00001 Y41E3.1a
OG0008638: HCON_00111570-00001 Y41E3.22a
OG0008639: HCON_00111560-00001 Y41E3.3a
OG0008640: HCON_00118380-00001 Y41E3.4a
OG0008641: HCON_00147280-00001 Y41E3.7h
OG0008642: HCON_00096840-00001 Y41E3.9a
OG0008643: HCON_00026360-00001 Y41G9A.1
OG0008645: HCON_00186350-00001 Y41G9A.3
OG0008646: HCON_00186340-00001 Y41G9A.4b
OG0008647: HCON_00142190-00001 Y42A5A.1
OG0008648: HCON_00142180-00001 Y42A5A.4b
OG0008649: HCON_00142150-00001 Y42A5A.5
OG0008650: HCON_00068520-00001 Y42G9A.1
OG0008651: HCON_00188300-00001 Y42G9A.3a
OG0008652: HCON_00084100-00001 Y42G9A.4b
OG0008653: HCON_00068420-00001 Y42G9A.6a
OG0008654: HCON_00024560-00001 Y42H9AR.1
OG0008655: HCON_00096520-00001 Y42H9AR.3b
OG0008656: HCON_00117240-00001 Y42H9AR.4
OG0008657: HCON_00131080-00001 Y42H9B.2
OG0008658: HCON_00135680-00001 Y43B11AR.3
OG0008659: HCON_00135670-00001 Y43B11AR.4
OG0008660: HCON_00124480-00001 Y43C5A.5a
OG0008661: HCON_00124470-00001 Y43C5A.6a
OG0008662: HCON_00032160-00001 Y43C5B.3
OG0008663: HCON_00117210-00001 Y43D4A.5a
OG0008664: HCON_00128570-00001 Y43E12A.2
OG0008665: HCON_00076980-00001 Y43F4A.1a
OG0008666: HCON_00091740-00001 Y43F4B.4
OG0008667: HCON_00091750-00001 Y43F4B.5a
OG0008668: HCON_00091780-00001 Y43F4B.7
OG0008669: HCON_00076410-00001 Y43F4B.9a
OG0008670: HCON_00144140-00002 Y43F8B.1d
OG0008672: HCON_00144860-00001 Y43F8B.2a
OG0008673: HCON_00133680-00002 Y43F8B.3d
OG0008674: HCON_00146990-00001 Y43F8C.10a
OG0008675: HCON_00036200-00001 Y43F8C.13
OG0008676: HCON_00187770-00001 Y43F8C.4
OG0008677: HCON_00086390-00001 Y43F8C.6b
OG0008678: HCON_00191830-00001 Y43F8C.7
OG0008679: HCON_00166330-00001 Y43F8C.8
OG0008680: HCON_00052080-00001 Y43H11AL.1b
OG0008681: HCON_00049010-00001 Y43H11AL.2a
OG0008682: HCON_00058480-00001 Y43H11AL.3a
OG0008683: HCON_00163190-00001 Y44A6C.1
OG0008684: HCON_00132380-00001 Y44A6D.2
OG0008685: HCON_00132370-00001 Y44A6D.3b
OG0008686: HCON_00143760-00001 Y44A6D.6
OG0008687: HCON_00132450-00001 Y44A6E.1b
OG0008688: HCON_00015510-00001 Y44E3A.2
OG0008689: HCON_00021065-00001 Y44E3A.4
OG0008690: HCON_00020960-00001 Y44E3A.6b
OG0008691: HCON_00011220-00001 Y44E3B.2
OG0008692: HCON_00092000-00001 Y44F5A.1
OG0008693: HCON_00106550-00001 Y45F10A.4
OG0008694: HCON_00114940-00001 Y45F10A.5
OG0008695: HCON_00101030-00001 Y45F10A.6a
OG0008696: HCON_00101035-00001 Y45F10A.7a
OG0008697: HCON_00130860-00001 Y45F10B.10a
OG0008698: HCON_00130870-00001 Y45F10B.13a
OG0008699: HCON_00121790-00001 Y45F10D.10a
OG0008700: HCON_00121780-00001 Y45F10D.11a
OG0008701: HCON_00105090-00001 Y45F10D.12
OG0008702: HCON_00113690-00001 Y45F10D.13d
OG0008703: HCON_00105110-00001 Y45F10D.3a
OG0008704: HCON_00121770-00001 Y45F10D.4
OG0008705: HCON_00124800-00001 Y45F10D.7
OG0008706: HCON_00121750-00001 Y45F10D.9
OG0008707: HCON_00076130-00001 Y45F3A.1
OG0008708: HCON_00076120-00001 Y45F3A.2
OG0008709: HCON_00076100-00001 Y45F3A.3a
OG0008710: HCON_00070850-00001 Y45F3A.4
OG0008711: HCON_00043140-00001 Y45F3A.8
OG0008712: HCON_00132940-00001 Y45G12B.1
OG0008713: HCON_00132945-00001 Y45G12B.2a
OG0008714: HCON_00132990-00001 Y45G12B.3a
OG0008716: HCON_00156840-00001 Y45G5AM.6a
OG0008717: HCON_00154810-00001 Y45G5AM.9a
OG0008718: HCON_00084560-00001 Y46E12A.3
OG0008719: HCON_00037170-00001 Y46E12BL.1
OG0008720: HCON_00046750-00001 Y46E12BL.2a
OG0008721: HCON_00058240-00001 Y46G5A.12
OG0008722: HCON_00061900-00002 Y46G5A.17
OG0008723: HCON_00061910-00001 Y46G5A.18a
OG0008724: HCON_00061920-00001 Y46G5A.19b
OG0008725: HCON_00041370-00001 Y46G5A.1a
OG0008726: HCON_00041350-00001 Y46G5A.2
OG0008727: HCON_00045760-00001 Y46G5A.21
OG0008728: HCON_00132760-00001 Y46G5A.22a
OG0008729: HCON_00060050-00001 Y46G5A.26a
OG0008730: HCON_00063540-00001 Y46G5A.29
OG0008731: HCON_00059280-00001 Y46G5A.31
OG0008732: HCON_00061895-00001 Y46G5A.35
OG0008733: HCON_00057940-00001 Y46G5A.4
OG0008734: HCON_00057950-00001 Y46G5A.5
OG0008735: HCON_00142700-00001 Y46H3A.6a
OG0008736: HCON_00133060-00001 Y46H3A.7a
OG0008738: HCON_00030070-00001 Y47A7.1
OG0008739: HCON_00160800-00001 Y47A7.2
OG0008740: HCON_00116670-00002 Y47D3A.11
OG0008741: HCON_00072530-00001 Y47D3A.14
OG0008742: HCON_00079680-00001 Y47D3A.16
OG0008743: HCON_00065675-00001 Y47D3A.21
OG0008744: HCON_00013290-00002 Y47D3A.22
OG0008745: HCON_00065680-00001 Y47D3A.23a
OG0008746: HCON_00091650-00001 Y47D3A.25
OG0008747: HCON_00060020-00001 Y47D3A.26b
OG0008748: HCON_00091657-00001 Y47D3A.27
OG0008749: HCON_00017970-00001 Y47D3A.28
OG0008750: HCON_00003860-00001 Y47D3A.29b
OG0008751: HCON_00122460-00001 Y47D3A.30a
OG0008752: HCON_00069400-00001 Y47D3A.34
OG0008753: HCON_00003870-00001 Y47D3A.4
OG0008754: HCON_00087380-00001 Y47D3B.1
OG0008755: HCON_00083440-00001 Y47D3B.10
OG0008756: HCON_00077760-00001 Y47D3B.11
OG0008757: HCON_00065120-00001 Y47D3B.3
OG0008758: HCON_00090040-00001 Y47D3B.4
OG0008759: HCON_00089640-00001 Y47D3B.5b
OG0008760: HCON_00089210-00001 Y47D3B.6
OG0008761: HCON_00094060-00001 Y47D3B.7
OG0008762: HCON_00071900-00001 Y47D3B.9
OG0008763: HCON_00156850-00001 Y47D7A.5
OG0008764: HCON_00019570-00001 Y47D9A.1a
OG0008765: HCON_00019610-00001 Y47D9A.2a
OG0008767: HCON_00023220-00001 Y47G6A.10
OG0008768: HCON_00016400-00001 Y47G6A.11
OG0008769: HCON_00023270-00001 Y47G6A.17
OG0008770: HCON_00030860-00001 Y47G6A.18
OG0008771: HCON_00009560-00001 Y47G6A.19a
OG0008772: HCON_00162710-00001 Y47G6A.20b
OG0008773: HCON_00124880-00001 Y47G6A.23d
OG0008774: HCON_00192810-00001 Y47G6A.24a
OG0008775: HCON_00008842-00001 Y47G6A.32
OG0008776: HCON_00059950-00001 Y47G6A.4
OG0008777: HCON_00023200-00001 Y47G6A.7a
OG0008778: HCON_00023240-00001 Y47G6A.8
OG0008779: HCON_00023230-00001 Y47G6A.9
OG0008780: HCON_00027430-00001 Y47H9C.2
OG0008781: HCON_00022690-00001 Y47H9C.4a
OG0008782: HCON_00013530-00001 Y47H9C.7
OG0008783: HCON_00101960-00001 Y48A5A.1
OG0008784: HCON_00101970-00001 Y48A5A.2
OG0008785: HCON_00101950-00001 Y48A5A.3a
OG0008786: HCON_00070730-00001 Y48A6A.1
OG0008787: HCON_00074140-00001 Y48A6B.1
OG0008788: HCON_00014000-00001 Y48A6B.3
OG0008789: HCON_00018070-00001 Y48A6B.5
OG0008790: HCON_00075580-00001 Y48A6B.6b
OG0008791: HCON_00067470-00001 Y48A6B.7
OG0008792: HCON_00075750-00001 Y48A6C.4
OG0008793: HCON_00000510-00001 Y48B6A.1
OG0008794: HCON_00060880-00003 Y48B6A.11
OG0008795: HCON_00060870-00001 Y48B6A.12
OG0008796: HCON_00060850-00001 Y48B6A.13b
OG0008797: HCON_00060890-00001 Y48B6A.14
OG0008798: HCON_00024570-00001 Y48B6A.2
OG0008799: HCON_00010930-00001 Y48B6A.3
OG0008800: HCON_00045770-00001 Y48B6A.4
OG0008801: HCON_00062210-00001 Y48B6A.6a
OG0008802: HCON_00036530-00001 Y48B6A.8
OG0008803: HCON_00062200-00001 Y48B6A.9
OG0008804: HCON_00057340-00001 Y48C3A.10
OG0008805: HCON_00044260-00001 Y48C3A.11
OG0008806: HCON_00062000-00001 Y48C3A.14a
OG0008807: HCON_00098140-00001 Y48C3A.16
OG0008808: HCON_00062005-00001 Y48C3A.20
OG0008809: HCON_00057610-00001 Y48C3A.3
OG0008810: HCON_00034090-00001 Y48C3A.4
OG0008811: HCON_00034080-00001 Y48C3A.5b
OG0008812: HCON_00057310-00001 Y48C3A.7
OG0008813: HCON_00057320-00001 Y48C3A.8a
OG0008814: HCON_00164730-00001 Y48D7A.2
OG0008815: HCON_00062700-00001 Y48E1A.1a
OG0008816: HCON_00038680-00001 Y48E1B.14a
OG0008818: HCON_00038700-00001 Y48E1B.17
OG0008819: HCON_00038690-00001 Y48E1B.2a
OG0008820: HCON_00038725-00001 Y48E1B.3c
OG0008821: HCON_00038730-00001 Y48E1B.5
OG0008822: HCON_00183530-00001 Y48E1B.7
OG0008823: HCON_00193950-00001 Y48E1C.1a
OG0008824: HCON_00060520-00001 Y48E1C.2
OG0008825: HCON_00165670-00001 Y48E1C.4a
OG0008826: HCON_00014285-00001 Y48G10A.1
OG0008827: HCON_00023095-00001 Y48G10A.3
OG0008828: HCON_00023090-00001 Y48G10A.4a
OG0008829: HCON_00066730-00001 Y48G1A.3
OG0008830: HCON_00076780-00001 Y48G1A.4
OG0008831: HCON_00096890-00001 Y48G1A.5a
OG0008832: HCON_00022620-00001 Y48G1BL.2a
OG0008833: HCON_00013580-00001 Y48G1C.10a
OG0008834: HCON_00139980-00001 Y48G1C.4a
OG0008835: HCON_00031790-00001 Y48G8AL.10a
OG0008836: HCON_00126030-00001 Y48G8AL.11a
OG0008837: HCON_00054700-00001 Y48G8AL.13a
OG0008838: HCON_00031800-00001 Y48G8AL.14
OG0008839: HCON_00027750-00001 Y48G8AL.15
OG0008840: HCON_00027740-00001 Y48G8AL.1a
OG0008841: HCON_00027730-00001 Y48G8AL.5a
OG0008842: HCON_00027720-00001 Y48G8AL.6
OG0008843: HCON_00031820-00001 Y48G8AL.7
OG0008844: HCON_00031810-00001 Y48G8AL.8
OG0008845: HCON_00027760-00001 Y48G8AR.1b
OG0008846: HCON_00031850-00001 Y48G8AR.2
OG0008847: HCON_00065890-00001 Y48G9A.3
OG0008848: HCON_00092580-00001 Y48G9A.4
OG0008849: HCON_00084540-00001 Y48G9A.8
OG0008850: HCON_00147840-00001 Y49A3A.1
OG0008851: HCON_00053490-00001 Y49A3A.2
OG0008852: HCON_00147835-00001 Y49A3A.3
OG0008853: HCON_00065860-00001 Y49E10.1
OG0008855: HCON_00078690-00001 Y49E10.11c
OG0008856: HCON_00070760-00001 Y49E10.15
OG0008857: HCON_00089860-00001 Y49E10.19
OG0008858: HCON_00078580-00001 Y49E10.2
OG0008859: HCON_00081310-00001 Y49E10.20
OG0008860: HCON_00106440-00001 Y49E10.22
OG0008861: HCON_00088770-00001 Y49E10.23b
OG0008862: HCON_00017940-00001 Y49F6B.1
OG0008863: HCON_00054790-00001 Y49F6B.2
OG0008864: HCON_00086820-00001 Y49F6B.4
OG0008865: HCON_00143940-00001 Y49G5B.1
OG0008866: HCON_00117150-00001 Y4C6B.5
OG0008867: HCON_00107140-00001 Y4C6B.7a
OG0008868: HCON_00004560-00001 Y50C1A.1a
OG0008869: HCON_00003410-00001 Y50C1A.2
OG0008870: HCON_00134295-00001 Y50D4A.2b
OG0008871: HCON_00130810-00001 Y50D4A.4a
OG0008872: HCON_00162938-00001 Y50D4B.1a
OG0008873: HCON_00148630-00001 Y50D4C.1a
OG0008874: HCON_00158590-00001 Y50D4C.3a
OG0008875: HCON_00158570-00001 Y50D4C.4a
OG0008876: HCON_00158580-00001 Y50D4C.6a
OG0008877: HCON_00093320-00001 Y50D7A.1
OG0008878: HCON_00093330-00001 Y50D7A.10
OG0008879: HCON_00091115-00001 Y50D7A.13a
OG0008880: HCON_00066175-00001 Y50D7A.2
OG0008881: HCON_00066180-00001 Y50D7A.3a
OG0008882: HCON_00066190-00001 Y50D7A.4
OG0008883: HCON_00084550-00001 Y50D7A.6
OG0008884: HCON_00093310-00001 Y50D7A.7
OG0008885: HCON_00074410-00001 Y50D7A.8
OG0008886: HCON_00066170-00001 Y50D7A.9
OG0008887: HCON_00028760-00001 Y50E8A.12a
OG0008888: HCON_00161930-00001 Y50E8A.3
OG0008889: HCON_00041360-00001 Y50E8A.4a
OG0008890: HCON_00151600-00001 Y50E8A.5
OG0008893: HCON_00163070-00002 Y51A2D.15a
OG0008894: HCON_00150840-00001 Y51A2D.18
OG0008895: HCON_00150830-00003 Y51A2D.19d
OG0008896: HCON_00162380-00001 Y51A2D.21
OG0008897: HCON_00163310-00001 Y51A2D.7b
OG0008898: HCON_00078720-00001 Y51B9A.6a
OG0008899: HCON_00007720-00001 Y51F10.10a
OG0008900: HCON_00007740-00001 Y51F10.11
OG0008901: HCON_00007750-00001 Y51F10.3a
OG0008902: HCON_00007650-00001 Y51F10.4a
OG0008903: HCON_00007660-00001 Y51F10.5
OG0008904: HCON_00042470-00002 Y51H1A.2a
OG0008905: HCON_00061150-00001 Y51H1A.3b
OG0008906: HCON_00061140-00001 Y51H1A.4
OG0008907: HCON_00061130-00001 Y51H1A.5
OG0008908: HCON_00130790-00001 Y51H4A.15
OG0008909: HCON_00130780-00001 Y51H4A.17a
OG0008910: HCON_00111750-00001 Y51H4A.3a
OG0008911: HCON_00111740-00001 Y51H4A.7
OG0008912: HCON_00067950-00001 Y51H4A.8
OG0008913: HCON_00045560-00001 Y51H7BR.7
OG0008914: HCON_00056320-00001 Y51H7BR.8
OG0008915: HCON_00042500-00001 Y51H7C.11
OG0008916: HCON_00107740-00001 Y51H7C.5
OG0008917: HCON_00034780-00001 Y51H7C.6a
OG0008918: HCON_00052710-00001 Y51H7C.7
OG0008919: HCON_00134180-00001 Y51H7C.9
OG0008920: HCON_00029700-00001 Y52B11A.10
OG0008921: HCON_00129990-00001 Y52B11A.2a
OG0008922: HCON_00028350-00001 Y52B11A.3a
OG0008923: HCON_00030940-00001 Y52B11A.4
OG0008924: HCON_00088900-00001 Y52B11A.9
OG0008925: HCON_00013870-00001 Y52B11C.1
OG0008926: HCON_00070700-00001 Y52D3.1a
OG0008927: HCON_00011720-00001 Y53C10A.12
OG0008928: HCON_00012430-00001 Y53C10A.4
OG0008929: HCON_00012520-00002 Y53C10A.5
OG0008930: HCON_00046300-00001 Y53C12A.10
OG0008931: HCON_00035710-00001 Y53C12A.2
OG0008932: HCON_00054730-00001 Y53C12A.3
OG0008933: HCON_00164960-00001 Y53C12A.4
OG0008934: HCON_00054080-00001 Y53C12B.1
OG0008935: HCON_00054070-00001 Y53C12B.2
OG0008936: HCON_00054020-00001 Y53C12B.6
OG0008937: HCON_00052280-00001 Y53C12C.1
OG0008938: HCON_00048400-00001 Y53F4B.11a
OG0008939: HCON_00056470-00001 Y53F4B.12b
OG0008940: HCON_00039560-00001 Y53F4B.13a
OG0008941: HCON_00046240-00001 Y53F4B.14a
OG0008942: HCON_00046260-00001 Y53F4B.15
OG0008943: HCON_00031550-00001 Y53F4B.18
OG0008944: HCON_00049250-00001 Y53F4B.2
OG0008945: HCON_00060910-00001 Y53F4B.21
OG0008946: HCON_00037920-00001 Y53F4B.22a
OG0008947: HCON_00038070-00001 Y53F4B.25a
OG0008948: HCON_00061740-00001 Y53F4B.27a
OG0008949: HCON_00063270-00001 Y53F4B.28
OG0008950: HCON_00168530-00001 Y53F4B.39b
OG0008951: HCON_00049270-00001 Y53F4B.4b
OG0008952: HCON_00060650-00001 Y53G8AL.1
OG0008953: HCON_00076030-00001 Y53G8AL.2
OG0008954: HCON_00069730-00001 Y53G8AM.8
OG0008955: HCON_00071290-00002 Y53G8AR.2a
OG0008956: HCON_00071310-00001 Y53G8AR.3b
OG0008957: HCON_00071320-00001 Y53G8AR.5
OG0008958: HCON_00071330-00001 Y53G8AR.6
OG0008959: HCON_00083950-00001 Y53G8AR.7a
OG0008960: HCON_00071120-00001 Y53G8AR.8
OG0008961: HCON_00071300-00001 Y53G8AR.9
OG0008962: HCON_00091690-00001 Y53G8B.4a
OG0008963: HCON_00026160-00001 Y53H1B.1
OG0008964: HCON_00008080-00001 Y53H1C.2c
OG0008965: HCON_00007440-00001 Y54E10A.10
OG0008966: HCON_00007340-00001 Y54E10A.11
OG0008967: HCON_00129130-00001 Y54E10A.14
OG0008968: HCON_00032190-00001 Y54E10A.15
OG0008969: HCON_00021040-00001 Y54E10A.16
OG0008970: HCON_00021030-00001 Y54E10A.2
OG0008971: HCON_00021060-00001 Y54E10A.3
OG0008972: HCON_00007450-00001 Y54E10A.5
OG0008973: HCON_00069460-00001 Y54E10A.6
OG0008974: HCON_00069450-00001 Y54E10A.7
OG0008975: HCON_00010490-00001 Y54E10A.9c
OG0008976: HCON_00023097-00001 Y54E10BL.2
OG0008977: HCON_00017110-00001 Y54E10BL.5
OG0008978: HCON_00017200-00001 Y54E10BL.6
OG0008979: HCON_00004380-00001 Y54E10BR.1a
OG0008980: HCON_00005300-00001 Y54E10BR.2
OG0008981: HCON_00004970-00001 Y54E10BR.3
OG0008982: HCON_00004980-00001 Y54E10BR.4
OG0008983: HCON_00004960-00001 Y54E10BR.5
OG0008984: HCON_00004950-00001 Y54E10BR.6
OG0008985: HCON_00005330-00001 Y54E10BR.7
OG0008986: HCON_00007130-00001 Y54E10BR.8
OG0008987: HCON_00046710-00001 Y54E2A.1
OG0008988: HCON_00048580-00001 Y54E2A.10
OG0008989: HCON_00061050-00001 Y54E2A.11a
OG0008990: HCON_00124790-00001 Y54E2A.12a
OG0008991: HCON_00033800-00001 Y54E2A.2
OG0008992: HCON_00017190-00001 Y54E2A.3
OG0008993: HCON_00116920-00001 Y54E2A.4a
OG0008994: HCON_00116910-00001 Y54E2A.5
OG0008995: HCON_00064930-00001 Y54E5A.1
OG0008996: HCON_00016250-00001 Y54E5A.5
OG0008997: HCON_00017910-00001 Y54E5A.6
OG0008998: HCON_00017900-00001 Y54E5A.7a
OG0008999: HCON_00032060-00001 Y54E5A.8a
OG0009000: HCON_00030610-00001 Y54E5B.1a
OG0009001: HCON_00003980-00001 Y54E5B.3a
OG0009002: HCON_00003985-00001 Y54E5B.4
OG0009003: HCON_00067840-00001 Y54F10AL.1a
OG0009004: HCON_00087005-00001 Y54F10AL.2a
OG0009005: HCON_00094410-00001 Y54F10AM.10
OG0009006: HCON_00074190-00002 Y54F10AM.2a
OG0009007: HCON_00193630-00002 Y54F10AM.4a
OG0009008: HCON_00094400-00001 Y54F10AM.5
OG0009009: HCON_00069850-00001 Y54F10AM.6
OG0009010: HCON_00091140-00001 Y54F10AM.8
OG0009011: HCON_00068180-00001 Y54F10AR.1
OG0009012: HCON_00088400-00001 Y54F10AR.2
OG0009013: HCON_00094840-00001 Y54F10BM.1
OG0009014: HCON_00042730-00001 Y54F10BM.12
OG0009015: HCON_00094830-00001 Y54F10BM.13
OG0009016: HCON_00066220-00001 Y54F10BM.14
OG0009017: HCON_00094980-00001 Y54F10BM.2
OG0009018: HCON_00058640-00001 Y54G11A.1
OG0009019: HCON_00061620-00001 Y54G11A.10a
OG0009020: HCON_00061640-00001 Y54G11A.11
OG0009021: HCON_00061630-00001 Y54G11A.17
OG0009022: HCON_00059060-00001 Y54G11A.2
OG0009023: HCON_00061616-00001 Y54G11A.8a
OG0009024: HCON_00061618-00001 Y54G11A.9
OG0009025: HCON_00062740-00001 Y54G11B.1
OG0009026: HCON_00121370-00001 Y54G2A.1
OG0009027: HCON_00125795-00001 Y54G2A.16b
OG0009028: HCON_00109130-00001 Y54G2A.17b
OG0009029: HCON_00130620-00001 Y54G2A.18
OG0009030: HCON_00130600-00001 Y54G2A.23
OG0009031: HCON_00121360-00001 Y54G2A.29
OG0009032: HCON_00118500-00001 Y54G2A.2a
OG0009033: HCON_00106490-00001 Y54G2A.35a
